title,time_published,relevance_score,sentiment_score,sentiment_label,topics
"Tesla Could Face a $7,500 Problem in 2025 Because of Trump",2024-11-18 15:58:39,0.885652,0.302822,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"RFK Jr. Hails Bitcoin As 'Currency of Freedom,' Supports Trump's Crypto-Friendly Treasury Pick; Spirit Airlines Eyes Chapter 11 And Equity Boost; TSMC Sets $38 Billion Global Expansion Record - Top Headlines Today While US Slept",2024-11-18 15:26:45,0.226477,0.086552,Neutral,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
Why Tesla Shares Are Trading Higher By Around 8%; Here Are 20 Stocks Moving Premarket - Tesla  ( NASDAQ:TSLA ) ,2024-11-18 15:15:27,0.233556,0.204787,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.882182'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}]"
General Motors' Cruise to Pay $500K Penalty Over False Crash Report,2024-11-18 15:02:00,0.140896,0.023594,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tesla Stock Is Trading Higher Monday: What's Going On? - Tesla  ( NASDAQ:TSLA ) ,2024-11-18 14:37:35,0.593715,0.381275,Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Moreh, AI Software Startup partners with Tenstorrent, AI chip company to Challenge NVIDIA in AI Data Center Market",2024-11-18 13:00:00,0.089129,0.087879,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
EVLV LEGAL DEADLINE: The Evolv Technologies Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( Nasdaq:EVLV )  - Evolv Technologies  ( NASDAQ:EVLV ) ,2024-11-18 12:49:00,0.067347,0.158848,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
TD LEGAL DEADLINE: The TD Bank Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( NYSE:TD )  - Toronto-Dominion Bank  ( NYSE:TD ) ,2024-11-18 12:46:00,0.082963,0.162622,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
ELAN LEGAL DEADLINE: The Elanco Animal Health Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( NYSE:ELAN )  - Elanco Animal Health  ( NYSE:ELAN ) ,2024-11-18 12:46:00,0.074692,0.160267,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
ACHC LEGAL DEADLINE: The Acadia Healthcare Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( Nasdaq:ACHC )  - Acadia Healthcare Co  ( NASDAQ:ACHC ) ,2024-11-18 12:46:00,0.059636,0.158086,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"PACS LEGAL DEADLINE: The PACS Group, Inc. Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( NYSE:PACS )  - PACS Group  ( NYSE:PACS ) ",2024-11-18 12:44:00,0.063763,0.158398,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
"CMG LEGAL DEADLINE: The Chipotle Mexican Grill, Inc. Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( NYSE:CMG )  - Chipotle Mexican Grill  ( NYSE:CMG ) ",2024-11-18 12:43:00,0.072876,0.159856,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
ZETA FRAUD ALERT: Zeta Global Holdings Investors are Alerted of Pending Securities Fraud Investigation into the Company; Contact BFA Law if You Lost Money  ( NYSE:ZETA )  - Zeta Global Holdings  ( NYSE:ZETA ) ,2024-11-18 12:41:00,0.085936,0.163651,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
TKO INVESTIGATION ALERT: The TKO Group Holdings Investigation into the Board is Ongoing - Contact BFA Law Now if You Hold Shares  ( NYSE:TKO )  - TKO Group Holdings  ( NYSE:TKO ) ,2024-11-18 12:41:00,0.075397,0.160438,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
ASML LEGAL DEADLINE: The ASML Holding N.V. Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( NASDAQ:ASML )  - ASML Holding  ( NASDAQ:ASML ) ,2024-11-18 12:41:00,0.071784,0.159627,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
EW LEGAL DEADLINE: The Edwards Lifesciences Securities Class Action Deadline is Approaching - Contact BFA Law Now if You Lost Money  ( NYSE:EW )  - Edwards Lifesciences  ( NYSE:EW ) ,2024-11-18 12:41:00,0.068896,0.159092,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"SpaceX's Gwynne Shotwell Sees Starlink Becoming Profitable In 2024, Bets On Starship Making It One Of The Most Valuable Companies Amid Reports Of Tender Offer Valuing It Over $250B",2024-11-18 12:24:27,0.098659,0.0,Neutral,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Why US Futures Are Up Monday - Brady  ( NYSE:BRC ) , AECOM  ( NYSE:ACM ) ",2024-11-18 12:08:07,0.185306,0.205867,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.998682'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
BYD set to usurp VW as China's top carmaker amid surge in EV deliveries,2024-11-18 11:30:15,0.169081,0.0,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Should You Invest in the Fidelity MSCI Consumer Discretionary Index ETF  ( FDIS ) ?,2024-11-18 11:20:06,0.12645,0.049637,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Tesla stock pops 8% in premarket after report Trump wants to relax U.S. self-driving rules,2024-11-18 10:24:27,0.798255,0.295871,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Tesla Stock Responds To FSD Nod In Monday Premarket As Trump Team Prioritizes Self-Driving Framework - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",2024-11-18 10:23:23,0.692877,0.484082,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"If You Bought 1 Share of Tesla Stock at Its IPO, Here's How Many Shares You Would Own Now",2024-11-18 10:09:00,0.844916,0.462603,Bullish,"[{'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"The Zacks Analyst Blog Highlights AdvisorShares Psychedelics ETF, Simplify Volt Robocar Disruption and Tech ETF, First Trust SkyBridge Crypto Industry & Digital Economy ETF, U.S. Global Jets ETF and First Trust NASDAQ ABA Community Bank Index Fund",2024-11-18 09:58:00,0.125898,0.178241,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.769861'}, {'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}]"
Will Nvidia Soar After Nov. 20? The Evidence is Piling up and it Says This.,2024-11-18 09:05:00,0.054236,-0.028,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.998663'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Cathie Wood Redirects Elon Musk's DOGE Focus Toward Nuclear Energy Amid Regulatory Challenges: Here's How Oklo, Cameco, Centrus Energy And Other Stocks Performed - Cameco  ( NYSE:CCJ ) , Centrus Energy  ( AMEX:LEU ) ",2024-11-18 08:10:53,0.066414,0.026197,Neutral,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Dow Tumbles Over 300 Points Following Economic Reports, Nvidia, Microsoft Decline: Fear & Greed Index Moves To 'Neutral' Zone - NVIDIA  ( NASDAQ:NVDA ) ",2024-11-18 08:07:06,0.186738,0.003279,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
Elon Musk Acknowledges X User's Call for Larger Tesla Models For Bigger Families - Tesla  ( NASDAQ:TSLA ) ,2024-11-18 08:02:20,0.812724,0.036064,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Pierre Ferragu Says 'Robotaxi Never Felt That Close Ever Before' After Tesla Drove Through Challenging Roads With No Intervention - Alphabet  ( NASDAQ:GOOG ) , Baidu  ( NASDAQ:BIDU ) ",2024-11-18 07:45:16,0.362065,0.344612,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Zacks Investment Ideas feature highlights: Nasdaq 100 Index ETF, Tesla, Coinbase, MicroStrategy and Root",2024-11-18 07:37:00,0.282234,-0.034988,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
"Zacks Investment Ideas feature highlights: Tesla  ( TSLA ) , Micron  ( MU )  and Arista Networks  ( ANET ) ",2024-11-18 07:30:00,0.353898,0.197625,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
The US dollar surges,2024-11-18 05:00:00,0.19117,0.248965,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Tesla Soars Over 5% In Overnight Trading As Trump Administration Reportedly Seeks To Ease FSD Norms - Alphabet  ( NASDAQ:GOOG ) , Baidu  ( NASDAQ:BIDU ) ",2024-11-18 04:50:18,0.469744,0.431156,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.54554'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Gary Black Defends Tesla Strategy Amid Clash With Elon Musk Bulls: 'We Don't Trade Tesla... We Trim When The Price Goes Higher' - Tesla  ( NASDAQ:TSLA ) ,2024-11-18 01:56:38,0.784319,0.012124,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.692272'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
The Artificial Intelligence  ( AI )  Boom Isn't Over. 3 AI Stocks to Buy Right Now.,2024-11-17 17:00:00,0.291038,0.313154,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.995077'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.99676'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Elon Musk and DOGE: What You Need to Know About the Department of Government Efficiency,2024-11-17 14:01:02,0.046452,0.180374,Somewhat-Bullish,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.310843'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Christie On Trump's Cannabis Plans, Elon Musk's New Role In Trump Team, Pentagon Overhaul Plans And More: This Week In Politics",2024-11-17 13:39:15,0.107978,0.166949,Somewhat-Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.310843'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Prediction: Nvidia Stock Is Going to Soar After Nov. 20,2024-11-17 12:15:00,0.045743,0.207177,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.623304'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.999476'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Is Nvidia Still a Millionaire-Maker Stock?,2024-11-17 11:45:00,0.054607,0.047,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
Prediction: 3 Stocks That'll Be Worth More Than Tesla 10 Years From Now,2024-11-17 11:42:00,0.739039,0.272697,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
Should You Buy Nio Stock While It's Below Its IPO Price?,2024-11-17 11:42:00,0.126784,0.062763,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.503496'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.650727'}]"
Should You Forget Bitcoin and Buy Dogecoin Instead?,2024-11-17 11:00:00,0.055364,0.036006,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.838487'}]"
"Got $200 a Month? Here's How Much That Could Grow to Over the Next 10, 20, and 30 Years by Investing in This Top Vanguard ETF.",2024-11-17 10:53:00,0.060388,0.224331,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.999816'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Elon Musk Reacts After Brazilian President's Wife Swears At Tesla CEO: 'They Will Lose The Next lection',2024-11-17 06:21:15,0.160633,0.0,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Former Uber Executive And 3 Congressmen Contenders For Trump's Transportation Chief Role: Report - Tesla  ( NASDAQ:TSLA ) ,2024-11-17 05:27:27,0.334762,0.185752,Somewhat-Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Is Tesla Still a Millionaire-Maker Stock?,2024-11-16 23:30:00,0.566543,0.452913,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Elon Musk endorses Trump's transition co-chair Howard Lutnick for Treasury secretary,2024-11-16 20:33:31,0.136113,0.0,Neutral,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]"
"Consumer Tech News  ( November 11-15 ) : Apple Plans To Launch An AI Wall Tablet, Meta Plans To Introduce Ads On Threads & More - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",2024-11-16 16:23:06,0.051441,0.195503,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
Prediction: These 2 Stocks Will Be Worth More Than Tesla in the Next 5 Years,2024-11-16 16:14:00,0.386875,0.375701,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.993856'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
OpenAI Has a Warning for Nvidia. Is the AI Bubble Bursting?,2024-11-16 16:05:00,0.055492,0.037991,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Tesla, Disney, Gold - And Hedge Funds Project Bitcoin To Hit $100K-$150K: Bulls And Bears - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2024-11-16 15:47:49,0.22861,0.33124,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.650727'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]"
Tesla Owners Who Don't Like Musk Are Letting Bumper Stickers Do The Talking - Tesla  ( NASDAQ:TSLA ) ,2024-11-16 13:30:43,0.528475,0.056901,Neutral,"[{'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
